"","ISO","EVENT_ID_CNTY","EVENT_ID_NO_CNTY","EVENT_DATE","YEAR","TIME_PRECISION","EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","NOTES","FATALITIES","TIMESTAMP","CONTINENT"
"301",887,"YEM8542",8542,"04-February-2018",2018,1,"Battle-Government 
regains territory","Military Forces of Yemen (2012-)","Operation Restoring Hope",1,"Military Forces of Yemen (2016-) Supreme Political Council",NA,1,11,"Middle East","Yemen","Al Bayda",NA,NA,"Al Ghaylah",14.596,45.583,2,"Al Jazeera (ARABIC)","Regional","An airstrike raid on Nati district reportedly caused several fatalities among the ""ranks of the Houthis"" , enabling pro-Hadi troops to take several new positions. Unknown fatalities coded as 10.",10,1542756428,"Middle East"
"302",887,"YEM21151",21151,"27-June-2018",2018,1,"Remote violence","Operation Restoring Hope",NA,8,NA,NA,0,80,"Middle East","Yemen","Taizz",NA,NA,"Warazan",13.41,44.223,1,"Yemen News Agency","National","In Taiz, two airstrikes were launched on Warazan area of Dimnat-Khadir district. No injuries or fatalities were reported.",0,1541483462,"Middle East"
"303",466,"MLI1864",1864,"21-February-2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",NA,2,"Military Forces of France",NA,8,28,"Western Africa","Mali","Gao","Ansongo",NA,"I-n-Deliman",16.151,1.428,2,"Agence France Presse; Menastream, Local Sources; BFMTV; Associated Press; Xinhua; RFI; Africa News","Other-local","A light armored vehicle of Operation Barkhane was struck by an IED in the area of In-Delimane between Menaka and Ansongo, two French soldiers were killed, a senior officer wounded and the vehicle destroyed. JNIM claimed responsibility.",2,1546559484,"Africa"
"304",4,"AFG8622",8622,"27-January-2018",2018,1,"Remote violence","Taliban",NA,2,"Military Forces of Afghanistan (2004-)","Police Forces of Afghanistan (2004-)",1,12,"Southern Asia","Afghanistan","Helmand","Nad Ali",NA,"Nad-e Ali",31.632,64.264,2,"BBC Monitoring; Negah TV; Helmand Local Radio; Radio Bost","Subnational-national","A Taliban-claimed car bomb explosion targeted Afghan security forces in Nad Ali District, Helmand Province, as reported on January 27, 2018. 4 soldiers and 2-3 policemen were killed.",6,1545323759,"Asia"
"305",760,"SYR21291",21291,"10-February-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,"Civilians (Syria)",NA,7,17,"Middle East","Syria","Dar'a",NA,NA,"Dar'a",32.624,36.105,1,"SOHR; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=84598; Undisclosed Source","Other-Local","The Syrian army shelled Dar'a Al-Balad district in Dar'a city, injuring one civilian. No fatalities were reported.",0,1543860568,"Middle East"
"306",368,"IRQ14140",14140,"26-September-2018",2018,1,"Riots/Protests","Protesters (Iraq)",NA,6,NA,NA,0,60,"Middle East","Iraq","Babylon",NA,NA,"Nahiyat an Nil",32.542,44.546,1,"Yaqein","Subnational","On Sept 26, tens of residents of al Nile area in Babylon went out to protests the continued water crisis and the drying up of the rivers in the area.",0,1542756345,"Middle East"
"307",586,"PAK46135",46135,"04-December-2018",2018,1,"Riots/Protests","Protesters (Pakistan)","Teachers (Pakistan)",6,NA,NA,0,60,"Southern Asia","Pakistan","Federal Capital Territory","Islamabad",NA,"Islamabad",33.721,73.043,1,"Nation (Pakistan)","National","On December 4, teachers affiliated with Basic Education Community Schools (BECS) staged a protest demonstration at D-Chowk in Islamabad city (Islamabad, Federal Capital Territory) demanding regularisation of their services.",0,1544551404,"Asia"
"308",760,"SYR32017",32017,"22-April-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Homs",NA,NA,"Ar-Rastan",34.924,36.731,2,"SOHR: SOHR_http://www.syriahr.com/en/?p=90044","Other-Local","Regime forces shelled Al-Kann farms near Ar-Rastan in Homs, causing material damage. Neither injuries nor fatalities reported.",0,1543860565,"Middle East"
"309",760,"SYR22601",22601,"26-February-2018",2018,1,"Battle-Non-state 
actor overtakes territory","Opposition Rebels (Syria)",NA,2,"HTS: Hayat Tahrir al Sham",NA,2,22,"Middle East","Syria","Idleb",NA,NA,"Selwa",36.308,36.757,1,"LiveUMap; LiveUMap_https://syria.liveuamap.com/en/2018/26-february-rebel-coalition-expelled-htsnusra-from-qah-and; LiveUMap_https://twitter.com/markito0171/status/968082866407124992","Other-local","A rebel coalition expelled HTS from the village of Selwa. No injuries or fatalities were reported.",0,1543551983,"Middle East"
"310",760,"SYR22925",22925,"02-March-2018",2018,1,"Remote violence","Opposition Rebels (Syria)",NA,2,NA,NA,0,20,"Middle East","Syria","Homs",NA,NA,"Ein Eldananir",34.86,36.881,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=86014","Other-Local","The rebel factions shelled Ein Eldananir village in the countryside of Homs. Neither injuries nor fatalities were reported.",0,1543860567,"Middle East"
"311",760,"SYR31441",31441,"13-April-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,"Civilians (Syria)",NA,7,17,"Middle East","Syria","Hama",NA,NA,"Harbanifse",34.939,36.622,1,"SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=89261; SOHR_http://www.syriahr.com/en/?p=89258; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-13-04-2018.html","Other-Local","The Syrian army shelled Harbanifse town in Hama countryside which led to the killing of 1 civilian and the injury of several others.",1,1543860565,"Middle East"
"312",716,"ZIM5837",5837,"11-January-2018",2018,1,"Riots/Protests","Protesters (Zimbabwe)","ZANU-PF: Zimbabwe African National Union-Patriotic Front",6,NA,NA,0,60,"Southern Africa","Zimbabwe","Harare","Harare",NA,"Harare",-17.833,31.05,1,"New Zimbabwe","National","ZANU PF youths disrupted a public discussion on Gukurahundi to protest against the speakers.",0,1546559523,"Africa"
"313",4,"AFG9460",9460,"06-April-2018",2018,1,"Remote violence","Police Forces of Pakistan (2008-) Frontier Corps",NA,8,NA,NA,0,80,"Southern Asia","Afghanistan","Kunar","Asadabad",NA,"Asadabad",34.873,71.147,3,"TOLO News","Subnational","On April 6th, Pakistani border forces fired shells into Kunar province, Afghanistan. No casualties were reported.",0,1524053813,"Asia"
"314",356,"IND40814",40814,"28-November-2018",2018,1,"Riots/Protests","Rioters (India)","Health Workers (India)",5,"Police Forces of India (2014-)",NA,1,15,"Southern Asia","India","Jammu and Kashmir","Rajouri",NA,"Rajouri",33.25,74.25,1,"United News of India","National","On 28 Nov, doctors and hospital staff clashed with patient attendees at the district hospital in Rajouri district town (J&K), following accusations of improper care. Police used a lathicharge to disperse the rioters.",0,1543936755,"Asia"
"315",586,"PAK39489",39489,"20-February-2018",2018,1,"Riots/Protests","Protesters (Pakistan)","Farmers (Pakistan)",6,NA,NA,0,60,"Southern Asia","Pakistan","Sindh","Khairpur",NA,"Thari Mirwah",27.068,68.614,1,"Daily Regional Times","Subnational","On February 20th, farmers from the Bilawal Wah area staged a protest demonstration in Thari Mirwah against the Irrigation Department, claiming neglect caused a water shortage.",0,1542756384,"Asia"
"316",356,"IND32973",32973,"08-July-2018",2018,1,"Battle-no change 
of territory","Karachalia Para Communal Militia (India)",NA,4,"Karachalia Para Communal Militia (India)",NA,4,44,"Southern Asia","India","Gujarat","Bhavnagar",NA,"Bhavnagar",21.774,72.152,1,"The Times of India (TOI)","National","On July 8, at Karachalia Para area of Bhavnagar city (Bhavnagar, Gujarat), two groups belonging to different communities and armed with weapons engaged in a clash over a communal dispute. Two people were injured.",0,1546889918,"Asia"
"317",586,"PAK44159",44159,"11-September-2018",2018,1,"Riots/Protests","Protesters (Pakistan)","Farmers (Pakistan)",6,NA,NA,0,60,"Southern Asia","Pakistan","Khyber Pakhtunkhwa","Swabi",NA,"Swabi",34.12,72.47,1,"The Balochistan Times (AsiaNet)","Subnational","On Sep 11, tobacco farmers of Swabi, Mardan, and Charsadda districts staged a protest rally to Aman Chowk in Swabi town (KP) against the Tobacco Company for not paying outstanding dues to farmers.",0,1542756388,"Asia"
"318",729,"SUD11377",11377,"16-June-2018",2018,1,"Battle-no change 
of territory","Kenana Ethnic Militia (Sudan)",NA,4,"Kenana Ethnic Militia (Sudan)",NA,4,44,"Northern Africa","Sudan","South Kordofan","Kadugli",NA,"Fatatat",11.293,31.263,1,"Radio Dabanga","Subnational","Over 14-16 June, conflict between members of the Kenana tribe occurred in El Jangur and Fatatat villages (both villages are in Abu Jubaiha locality, South Kordofan). The fighting involved firearms and blades. Across three days of fighting, a witness reported that 2 killed (on 15 June), 43 people were injured, 12 critically. On the third day, the state security forces intervened, arresting dozens, and conducting a disarmament exercise later on, on 21st June.",0,1544476414,"Africa"
"319",356,"IND29550",29550,"13-April-2018",2018,1,"Riots/Protests","Rioters (India)",NA,5,"Police Forces of India (2014-)","Police Forces of India (2014-) Central Reserve Police Force",1,15,"Southern Asia","India","Jammu and Kashmir","Srinagar",NA,"Zainakote",34.112,74.726,1,"Kashmir Observer; Kashmir Times","Subnational","Clashes were reported on Apr 13 between rioters (assumed) and police/paramilitary (assumed CRPF) in Natipura, Zainakote, Mochow, Court Road, Shopian, Memender, Ajas, Sumbal, Bandipora, and Sopore; in Kupwara, the Drugmulla, Bumhama, Lolab, Khumriyal, and Halmatpora were affected; in Srinagar City, the Rainawari, Soura, Sozeith Narbal, and Chanapora areas witnessed clashes. No information provided about casualties.",0,1546889923,"Asia"
"320",140,"CEN4067",4067,"21-June-2018",2018,1,"Battle-no change 
of territory","Unidentified Armed Group (Central African Republic)",NA,3,"Unidentified Armed Group (Central African Republic)",NA,3,33,"Middle Africa","Central African Republic","Haute-Kotto","Bria",NA,"Irra-Banda",5.949,22.072,2,"OCHA","Other","On 21 June, several clashes between armed groups were witnessed between Bria and Irrabanda (PK05 - PK18). Coded as two events.",0,1546559420,"Africa"
"321",368,"IRQ6111",6111,"28-March-2018",2018,1,"Remote violence","Islamic State (Iraq)",NA,2,"Civilians (Iraq)",NA,7,27,"Middle East","Iraq","Anbar",NA,NA,"Ramadi",33.421,43.308,1,"Yaqein; Al Maloomah","Subnational","On Mar 28, a civilian house exploded in the al - Andalus area in central Ramadi city, a suspected IS war remnant, injuring two civilians.",0,1524053814,"Middle East"
"322",710,"SAF9499",9499,"25-January-2018",2018,1,"Riots/Protests","Rioters (South Africa)","Taxi Drivers (South Africa)",5,NA,NA,0,50,"Southern Africa","South Africa","KwaZulu-Natal","uMgungundlovu",NA,"Pietermaritzburg",-29.617,30.383,1,"News24","National","At least one vehicle has been set alight and several others have been pelted with stones during a strike by minibus taxi drivers in the Pietermaritzburg CBD.",0,1546559472,"Africa"
"323",706,"SOM25999",25999,"10-June-2018",2018,1,"Battle-no change 
of territory","Military Forces of Somalia (2017-) National Intelligence and Security Agency",NA,1,"Military Forces of Somalia (2017-)",NA,1,11,"Eastern Africa","Somalia","Banadir","Banadir",NA,"Wadajir",2.046,45.334,1,"Local Source Project","Other","10 June. Crossfire incident at NISA checkpoint four between NISA Checkpoint and four personnel and SNA soldiers traveling in two vehicles. The armed clashes came after SNA soldiers travelling in two Toyota surf vehicles attempted to pass checkpoint four by force. An argument developed with NISA soldiers manning the checkpoint and gunfire exchanged between both sides for about 10 minutes. Four people including two NISA checkpoint soldiers, one SNA soldier and one civilian were reportedly injured and taken to Madina Hospital for medical treatment.",0,1546559458,"Africa"
"324",887,"YEM7944",7944,"05-January-2018",2018,1,"Remote violence","Operation Restoring Hope",NA,8,NA,NA,0,80,"Middle East","Yemen","Al Jawf",NA,NA,"Bir al Mahashimah",16.767,45.083,1,"Yemen News Agency (SABA)","National","Airstrikes were reported in both Yotmah and Mahamisha areas of khub-washaaf district. No injuries were reported.",0,1541483464,"Middle East"
"325",760,"SYR30294",30294,"22-March-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Dar'a",NA,NA,"Abtaa",32.792,36.151,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=87442","Other-Local","Regime forces fired artillery shells on Abtaa town in central Dar'a. No fatalities reported.",0,1543860566,"Middle East"
"326",364,"IRN2433",2433,"04-August-2018",2018,1,"Riots/Protests","Protesters (Iran)",NA,6,NA,NA,0,60,"Middle East","Iran","Fars",NA,NA,"Kazerun",29.62,51.654,1,"Iran-e Ma","International","On 4/8/2018, people in Kazerun protested against the plunging value of the Iranian currency and worsening economic situation.",0,1542756343,"Middle East"
"327",586,"PAK40104",40104,"04-April-2018",2018,1,"Riots/Protests","Protesters (Pakistan)","APCA: All Pakistan Clerks Association",6,NA,NA,0,60,"Southern Asia","Pakistan","Sindh","Naushahro Feroze",NA,"Naushero Feroze",26.851,68.126,1,"Daily Regional Times","Subnational","On April 4th, local APCA members staged a protest demonstration in Naushero Feroze in support of their work demands.",0,1542756384,"Asia"
"328",760,"SYR47732",47732,"02-October-2018",2018,1,"Battle-no change 
of territory","Military Forces of Syria (2000-)","Militia (Pro-Government); Hezbollah; Allied Syrian and/or Russian Forces",1,"Islamic State (Syria)",NA,2,12,"Middle East","Syria","Rural Damascus",NA,NA,"Tlul al Safa",33.041,37.197,2,"SOHR; LiveUMap: SOHR_http://www.syriahr.com/en/?p=103761; SOHR_http://www.syriahr.com/en/?p=103872; LiveUMap_https://syria.liveuamap.com/en/2018/2-october-south-syria-slow-but-steady-advances-were-made; LiveUMap_https://twitter.com/QalaatAlMudiq/status/1047115807661133824","Other-Local","Regime and loyalist militia forces, including Hezbollah, clashed with Islamic State fighters in the Tlul al Safa area. Amid regime artillery and rocket shelling and regime or Russian airstrikes, 3 IS members were killed and Unknown number of fighter of Syrian army and its allied militias were killed. Unknown number of fatalities coded as 10. Total fatalities coded as 13.",13,1543551993,"Middle East"
"329",275,"PSE1430",1430,"26-January-2018",2018,1,"Riots/Protests","Military Forces of Israel (2009-)",NA,8,"Rioters (Palestine)",NA,5,58,"Middle East","Palestine","West Bank",NA,NA,"Jericho",31.867,35.45,1,"Anadolu Agency (AA)","Regional","Israeli forces used rubber bullets and teargas to disperse dozens of Palestinians protesting the U.S. decision on Jerusalem in Jericho.",0,1524053826,"Middle East"
"330",887,"YEM8692",8692,"13-January-2018",2018,1,"Remote violence","Military Forces of Yemen (2016-) Supreme Political Council",NA,1,NA,NA,0,10,"Middle East","Yemen","Al Bayda",NA,NA,"Al Munqati",14.537,45.578,1,"Yemen News Agency","National","Pro Houthi forces reportedly fired a Zilzal 2 missile at anti Houthi fighters in Al Monqati in Nati of Al Bayda. The attack on January 13 is not reported to have caused human casualties or material damage.",0,1542152266,"Middle East"
"331",104,"MMR5011",5011,"06-January-2018",2018,1,"Battle-no change 
of territory","Military Forces of Myanmar (2016-)",NA,1,"RCSS/SSA-S: Restoration Council of Shan State/Shan State Army-South",NA,2,12,"South-Eastern Asia","Myanmar","Shan","Kengtung",NA,"Mongping",21.351,99.021,2,"Burma News International/Myanmar Peace Monitor","Local","On January 6, 2018, the Myanmar Army clashed with the SSA-S near Mong Piang Township, Shan State.",0,1545241472,"Asia"
"332",760,"SYR21384",21384,"11-February-2018",2018,1,"Remote violence","Opposition Rebels (Syria)",NA,2,"Military Forces of Syria (2000-)",NA,1,12,"Middle East","Syria","Hama",NA,NA,"Harbanifse",34.939,36.622,2,"SHAM: http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-11-02-2018.html","Other-local","The rebel factions shelled the Syrian army checkpoint east of Harbanifse village in Hama countryside, neither injuries nor fatalities reported.",0,1543860568,"Middle East"
"333",48,"BHR977",977,"12-October-2018",2018,1,"Riots/Protests","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,NA,NA,0,50,"Middle East","Bahrain","Central",NA,NA,"Nuwaidrat",26.135,50.598,1,"14 February Revolution Youth Coalition","National","On 12/10/2018, to demand the release of political prisoners, anti-regime rioters who are part of the Shiite-led February 14 agitation, blocked a street with a fire in Nuwaidrat.",0,1539654723,"Middle East"
"334",50,"BGD6743",6743,"30-June-2018",2018,1,"Riots/Protests","Protesters (Bangladesh)","Students (Bangladesh)",6,NA,NA,0,60,"Southern Asia","Bangladesh","Rajshahi","Bogra",NA,"Sonarai",24.947,89.451,1,"The New Nation (Bangladesh)","National","On June 30, in Sonarai union of Gabtali Sadar Upazila (Bogra, Rajshahi), 2000 students demonstrated against BNP leadership's decision to take land.",0,1542756291,"Asia"
"335",364,"IRN1081",1081,"10-May-2018",2018,1,"Riots/Protests","Protesters (Iran)","Teachers (Iran)",6,NA,NA,0,60,"Middle East","Iran","Chaharmahal and Bakhtiari",NA,NA,"Shahr e Kord",32.326,50.864,1,"Radio Zamaneh; Al Riyadh","National","Protests by teachers and retired teachers were held in up to 32 cities across Iran on May 10 in commemoration of teacher's week in Iran. Cities included Tehran, Arak, Qazvin, Zanjan, Kermanshah, Isfahan, Homayoun Shahr (neighbourhood of Isfahan), Shiraz, Mamasani, Shahreza, Shahrekord, Mashhad, Bojnourd, Birjand, Kazeroun, Saghez, Baneh, Sanandaj, Dehgolan, Marivan, Mahabad, Ghorveh, Ziviah, Divandareh, Tabriz, Rasht, Sari, Khoram Abad, Behbahan, Bandar Abbas, Bushehr and Hamedan. They were protesting against low salaries, poor health insurance, and lack of job security.",0,1542756342,"Middle East"
"336",586,"PAK44770",44770,"11-October-2018",2018,1,"Riots/Protests","Protesters (Pakistan)",NA,6,NA,NA,0,60,"Southern Asia","Pakistan","Khyber Pakhtunkhwa","Mardan",NA,"Mardan",34.202,72.052,2,"Daily Regional Times","Subnational","On Oct 11, a family in Mazdoorabad village (Mardan, KP) staged a protest to demand the recovery of valuables looted from his home.",0,1540322749,"Asia"
"337",364,"IRN1023",1023,"07-May-2018",2018,1,"Riots/Protests","Protesters (Iran)",NA,6,NA,NA,0,60,"Middle East","Iran","Khuzestan",NA,NA,"Dezful",32.381,48.406,1,"Irane Ma","National","People allegedly defrauded by the Melal Credit Institution staged a protest march on May 7 in Dezful, Khuzestan Province.",0,1542756342,"Middle East"
"338",275,"PSE1607",1607,"02-March-2018",2018,1,"Riots/Protests","Military Forces of Israel (2009-)",NA,8,"Rioters (Palestine)",NA,5,58,"Middle East","Palestine","Gaza Strip",NA,NA,"Khan Yunis",31.34,34.306,2,"Palestine News & Information Agency (WAFA)","National","Seven Palestinian demonstrators sustained live bullet wounds during clashes with Israeli forces to the east of Khan Younis city.",0,1524053818,"Middle East"
"339",760,"SYR21442",21442,"12-February-2018",2018,1,"Remote violence","Unidentified Armed Group (Syria)",NA,3,NA,NA,0,30,"Middle East","Syria","Dar'a",NA,NA,"Dar'a",32.624,36.105,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=84682","Other-Local","Several shells fell on Al Mahatah district in Dar'a city, neither injuries nor fatalities reported.",0,1543860568,"Middle East"
"340",12,"ALG5595",5595,"19-November-2018",2018,1,"Riots/Protests","Protesters (Algeria)","Students (Algeria)",6,NA,NA,0,60,"Northern Africa","Algeria","Constantine","Constantine",NA,"Mentouri University",36.332,6.615,1,"El Watan","National","On Nov 19, a number of students held a protest in the Ahmed Hammani Zerzara campus of Mentouri university area to call for the trafic to be slowed down around the campus, after a student was killed by a car three days before.",0,1546559528,"Africa"
"341",466,"MLI2472",2472,"06-December-2018",2018,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Katiba Serma",2,"Military Forces of Mali (2013-)",NA,1,12,"Western Africa","Mali","Mopti","Douentza",NA,"Hombori",15.279,-1.7,2,"Menastream; Facebook","Other-Regional","On December 6, a Malian army vehicle was struck by an IED near Hombori on the axis Hombori-Inadiatafane (coded as Hombori at geoprecision 2), two soldiers killed and two wounded, the IED was most likely planted by Katiba Serma militants of the JNIM alliance.",2,1546559484,"Africa"
"342",364,"IRN819",819,"14-April-2018",2018,1,"Riots/Protests","Protesters (Iran)","Farmers (Iran)",6,NA,NA,0,60,"Middle East","Iran","Isfahan",NA,NA,"Khowrasgan",32.654,51.755,1,"Radio Zamaneh","National","Farmers protested at Khowrasgam in central Isfahan Province on the night of April 14 against the shortage of water in the province.",0,1542756344,"Middle East"
"343",275,"PSE1974",1974,"16-May-2018",2018,1,"Riots/Protests","Military Forces of Israel (2009-)",NA,8,"Rioters (Palestine)","Students (Palestine)",5,58,"Middle East","Palestine","West Bank",NA,NA,"Hebron",31.529,35.094,1,"Palestine News & Information Agency (WAFA)","National","In Hebron, a number of students were hit with tear gas in clashes between the students and Israeli forces on May 16.",0,1526932373,"Middle East"
"344",356,"IND27756",27756,"07-March-2018",2018,1,"Riots/Protests","Protesters (India)","AIKS: All India Kisan Sabha",6,NA,NA,0,60,"Southern Asia","India","Maharashtra","Nashik",NA,"Nashik",19.997,73.791,1,"Indian Express","National","On March 7, in Nashik (Nashik, Maha), labor and farmer protestors, led by the Left-affiliated All India Kisan Sabha, started their march to Mumbai where they hope to gherao the Assembly on Monday as they press for various demands on agrarian issues.",0,1542756330,"Asia"
"345",760,"SYR48456",48456,"27-October-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Hama",NA,NA,"Lahaya",35.335,36.683,1,"SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=105386; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-27-10-2018.html","Other-Local","Regime forces shelled Lahaya and its vicinity in Hama. Neither injuries nor fatalities were reported.",0,1543551994,"Middle East"
"346",4,"AFG13710",13710,"03-September-2018",2018,1,"Battle-no change 
of territory","Police Forces of Afghanistan (2004-)",NA,1,"Taliban",NA,2,12,"Southern Asia","Afghanistan","Urozgan","Chora",NA,"Chora",33.052,66.742,2,"BBC Monitoring; Paiwastoon Ghag","Subnational","On 03-September-2018, 3 Taliban militants were killed and 2 others wounded in clashes with Afghan Police Forces in the Chora district of Urozgan province.",3,1536618857,"Asia"
"347",356,"IND26498",26498,"27-January-2018",2018,1,"Riots/Protests","Protesters (India)",NA,6,NA,NA,0,60,"Southern Asia","India","Jammu and Kashmir","Shopian",NA,"Shopian",33.716,74.834,1,"Kashmir Times (India)","Subnational","On January 27th, large protests erupted in Ganowpora village, Shopian tehsil and district, following an earlier clash between stone pelters and Army soldiers which left 2 protesters dead.",0,1542756329,"Asia"
"348",760,"SYR49592",49592,"01-December-2018",2018,1,"Strategic development","Military Forces of Syria (2000-)",NA,1,"Military Forces of Syria (2000-) 4th Armored Division; Military Forces of Syria (2000-) Syrian Republican Guard; Military Forces of Syria (2000-) Air Force Intelligence Directorate",NA,1,11,"Middle East","Syria","Damascus",NA,NA,"Damascus - Barzeh",33.552,36.315,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=108015","Other-Local","Arrests: Military Forces of Syria arrested several officers from their different divisions and security branches in Barzeh neighborhood in Damascus city, including officers from the 4th Armored Division, the Republican Guard, and the Air Force Intelligence, during an ongoing investigation by the regime regarding the usage of TOW missiles by the factions in said areas and how they had accessed them prior to the regime's advances in Damascus and Rural Damascus provinces.",0,1543875491,"Middle East"
"349",368,"IRQ14727",14727,"13-December-2018",2018,1,"Riots/Protests","Protesters (Iraq)",NA,6,NA,NA,0,60,"Middle East","Iraq","Basrah",NA,NA,"Basrah",30.533,47.798,1,"Yaqein","Subnational","On Dec 13, tens of special needs citizens protested near the new provincial governorate building in al Maaqal area in Basrah city, demanding better living conditions and the enactment of laws useful to their wellbeing, and particularly the hiring of 5% special needs civilians in state circles and institutions.",0,1545090558,"Middle East"
"350",4,"AFG13873",13873,"10-September-2018",2018,1,"Battle-no change 
of territory","Military Forces of Afghanistan (2004-)",NA,1,"Taliban and/or Islamic State (Afghanistan)",NA,2,12,"Southern Asia","Afghanistan","Kunar","Wata Pur",NA,"Wata Pur",34.911,71.127,2,"Afghan Ministry of Defense in Farsi","National","As reported on Sep 11, over the previous 24 hours, Afghan military forces conducted air and ground raids against suspected Taliban and/or IS militants in Chaparhar district, Nangarhar province; Wata Pur district, Kunar province; and Alasay district, Kapisa province. 14 militants were killed (coded across 3 events) and 7 were injured.",5,1537277558,"Asia"
"351",368,"IRQ6229",6229,"11-April-2018",2018,1,"Battle-no change 
of territory","Islamic State (Iraq)",NA,2,"Military Forces of Iraq (2014-) Popular Mobilization Forces",NA,1,12,"Middle East","Iraq","Sala al-Din",NA,NA,"Mahata Balad",33.952,44.156,2,"Amaq (Telegram messaging application in Arabic)","Other-Local","On Apr 11, IS militants attacked a PMF position in the village of Muhashiyat and a training camp in the area of Hadhirah al-Gharbiyah near Mahatta Balad, killing and wounding 10 members. (Fatalities coded as half)",5,1524053812,"Middle East"
"352",586,"PAK39344",39344,"09-February-2018",2018,1,"Riots/Protests","Protesters (Pakistan)",NA,6,NA,NA,0,60,"Southern Asia","Pakistan","Sindh","Karachi City",NA,"Karachi-Saddar",24.854,67.016,1,"Daily Times","National","On February 9th, dozens of persons displaced from their homes by developers in the Bahria Town and DHA City areas of Karachi staged a protest demonstration outside the Karachi Press Club to demand justice.",0,1542756384,"Asia"
"353",4,"AFG10673",10673,"13-June-2018",2018,1,"Battle-no change 
of territory","Taliban",NA,2,"Military Forces of Afghanistan (2004-)",NA,1,12,"Southern Asia","Afghanistan","Badakhshan","Jurm",NA,"Jurm",36.865,70.834,2,"Pajhwok Afghan News; Xinhua General News Service","National-International","Hundreds of Taliban attacked and captured an ANA post in the Sheikh Walol area of Jurm District, Badakhshan Province, in the early hours of June 13. 20 ANA soldiers and 10-12 Taliban (including foreigners) were killed. Many others were wounded, and 6 security personnel were taken hostage.",30,1536618856,"Asia"
"354",887,"YEM10167",10167,"12-January-2018",2018,1,"Remote violence","Operation Restoring Hope",NA,8,"Military Forces of Yemen (2016-) Supreme Political Council",NA,1,18,"Middle East","Yemen","Dhamar",NA,NA,"Dhamar al Qarn",14.505,44.406,1,"Local Source Project","Local","Coalition airstrikes hit Military site in Anss.",0,1541483464,"Middle East"
"355",356,"IND37096",37096,"18-September-2018",2018,1,"Riots/Protests","Protesters (India)",NA,6,NA,NA,0,60,"Southern Asia","India","Jharkhand","Ranchi",NA,"Ranchi",23.343,85.309,1,"The Telegraph (India)","National","On September 18, a group of Irgu Toli residents protested and blocked a section of Harmu Bypass in Ranchi city (Ranchi district, Jharkhand). The group protested against the police's resistance to register an FIR against two youths, one of whom had urinated on the premises of a Shiv temple in the area on September 12.",0,1538772219,"Asia"
